  1.000000 -0.000000
  0.995343  0.000675
  0.981459  0.002663
  0.958606  0.005859
  0.927210  0.010104
  0.887856  0.015196
  0.841277  0.020914
  0.788340  0.027027
  0.730033  0.033297
  0.667440  0.039482
  0.601728  0.045326
  0.534121  0.050561
  0.465879  0.054902
  0.398272  0.058062
  0.332560  0.059770
  0.269967  0.059800
  0.211660  0.057996
  0.158723  0.054300
  0.112144  0.048755
  0.072790  0.041505
  0.041394  0.032765
  0.018541  0.022784
  0.004657  0.011800
  0.000000  0.000000
  0.004657 -0.011800
  0.018541 -0.022784
  0.041394 -0.032765
  0.072790 -0.041505
  0.112144 -0.048755
  0.158723 -0.054300
  0.211660 -0.057996
  0.269967 -0.059800
  0.332560 -0.059770
  0.398272 -0.058062
  0.465879 -0.054902
  0.534121 -0.050561
  0.601728 -0.045326
  0.667440 -0.039482
  0.730033 -0.033297
  0.788340 -0.027027
  0.841277 -0.020914
  0.887856 -0.015196
  0.927210 -0.010104
  0.958606 -0.005859
  0.981459 -0.002663
  0.995343 -0.000675
  1.000000  0.000000
